院校名称,代码,状态,错误信息,日期
青海柴达木职业技术学院,3312,成功,,
青海高等职业技术学院,3313,成功,,
西宁城市职业技术学院,3314,成功,,
哈密职业技术学院,3315,成功,,
吐鲁番职业技术学院,3316,成功,,
博尔塔拉职业技术学院,3317,成功,,
新疆生产建设兵团兴新职业技术学院,3318,成功,,
昭通卫生职业学院,3319,成功,,
云南交通运输职业学院,3320,成功,,
昆明铁道职业技术学院,3321,成功,,
大理护理职业学院,3322,成功,,
云南水利水电职业学院,3323,成功,,
广西安全工程职业技术学院,3324,成功,,
广东江门中医药职业学院,3325,成功,,
惠州工程职业学院,3326,成功,,
宜春幼儿师范高等专科学校,3327,成功,,
长春师范高等专科学校,3328,成功,,
吉林水利电力职业学院,3329,成功,,
天津体育职业学院,3330,成功,,
天津滨海汽车工程职业学院,3331,成功,,
石家庄城市经济职业学院,3332,成功,,
,3333,无效,ID不存在,
唐山幼儿师范高等专科学校,3334,成功,,
辽宁税务高等专科学校,3335,成功,,
辽宁政法职业学院,3336,成功,,
吉林职业技术学院,3337,成功,,
上海公安学院,3338,成功,,
,3339,无效,ID不存在,
南京审计大学金审学院,3340,成功,,
昆山杜克大学,3341,成功,,
盐城幼儿师范高等专科学校,3342,成功,,
苏州幼儿师范高等专科学校,3343,成功,,
扬州中瑞酒店职业学院,3344,成功,,
江苏城乡建设职业学院,3345,成功,,
江苏航空职业技术学院,3346,成功,,
江苏安全技术职业学院,3347,成功,,
江苏旅游职业学院,3348,成功,,
浙江安防职业技术学院,3349,成功,,
浙江舟山群岛新区旅游与健康职业学院,3350,成功,,
上海中华职业技术学院,3351,成功,,
泉州工程职业技术学院,3352,成功,,
上饶幼儿师范高等专科学校,3353,成功,,
,3354,无效,ID不存在,
抚州幼儿师范高等专科学校,3355,成功,,
,3356,无效,ID不存在,
江西管理职业学院,3357,成功,,
赣南卫生健康职业学院,3358,成功,,
山东特殊教育职业学院,3359,成功,,
日照航海工程职业学院,3360,成功,,
河南林业职业学院,3361,成功,,
濮阳医学高等专科学校,3362,成功,,
,3363,无效,ID不存在,
驻马店幼儿师范高等专科学校,3364,成功,,
信阳航空职业学院,3365,成功,,
河南物流职业学院,3366,成功,,
郑州财税金融职业学院,3367,成功,,
三门峡社会管理职业学院,3368,成功,,
河南测绘职业学院,3369,成功,,
鹤壁能源化工职业学院,3370,成功,,
郑州卫生健康职业学院,3371,成功,,
河南地矿职业学院,3372,成功,,
平顶山文化艺术职业学院,3373,成功,,
湖北幼儿师范高等专科学校,3374,成功,,
湖北铁道运输职业学院,3375,成功,,
武汉海事职业学院,3376,成功,,
长江艺术工程职业学院,3377,成功,,
荆门职业学院,3378,成功,,
株洲师范高等专科学校,3379,成功,,
,3380,无效,ID不存在,
,3381,无效,ID不存在,
,3382,无效,ID不存在,
湖南吉利汽车职业技术学院,3383,成功,,
湘南幼儿师范高等专科学校,3384,成功,,
湖南劳动人事职业学院,3385,成功,,
,3386,无效,ID不存在,
,3387,无效,ID不存在,
,3388,无效,ID不存在,
玉柴职业技术学院,3389,成功,,
广西蓝天航空职业学院,3390,成功,,
四川应用技术职业学院,3391,成功,,
西昌民族幼儿师范高等专科学校,3392,成功,,
眉山药科职业学院,3393,成功,,
天府新区信息职业学院,3394,成功,,
德阳城市轨道交通职业学院,3395,成功,,
德阳科贸职业学院,3396,成功,,
江阳城建职业学院,3397,成功,,
天府新区航空旅游职业学院,3398,成功,,
天府新区通用航空职业学院,3399,成功,,
阿坝职业学院,3400,成功,,
四川体育职业学院,3401,成功,,
,3402,无效,ID不存在,
公安消防部队高等专科学校,3403,成功,,
云南轻纺职业学院,3404,成功,,
云南特殊教育职业学院,3405,成功,,
云南工贸职业技术学院,3406,成功,,
西藏农牧大学,3407,成功,,
新疆科技职业技术学院,3408,成功,,
宁夏幼儿师范高等专科学校,3409,成功,,
宁夏艺术职业学院,3410,成功,,
宁夏体育职业学院,3411,成功,,
,3412,无效,ID不存在,
云南医药健康职业学院,3413,成功,,
,3414,无效,ID不存在,
贵州航空职业技术学院,3415,成功,,
辽宁生态工程职业学院,3416,成功,,
,3417,无效,ID不存在,
桂林生命与健康职业技术学院,3418,成功,,
承德应用技术职业学院,3419,成功,,
哈尔滨北方航空职业技术学院,3420,成功,,
广元中核职业技术学院,3421,成功,,
南昌大学抚州医学院,3422,成功,,
郑州西亚斯学院,3423,成功,,
石河子工程职业技术学院,3424,成功,,
,3425,无效,ID不存在,
,3426,无效,ID不存在,
复旦大学上海医学院,3427,成功,,
中国消防救援学院,3428,成功,,
浙江大学医学院,3429,成功,,
萍乡卫生职业学院,3430,成功,,
江西婺源茶业职业学院,3431,成功,,
赣州职业技术学院,3432,成功,,
达州中医药职业学院,3433,成功,,
内江卫生与健康职业学院,3434,成功,,
南充科技职业学院,3435,成功,,
资阳环境科技职业学院,3436,成功,,
云南理工职业学院,3437,成功,,
喀什职业技术学院,3438,成功,,
资阳口腔职业学院,3439,成功,,
西安健康工程职业学院,3440,成功,,
,3441,无效,ID不存在,
中国人民解放军陆军特种作战学院,3442,成功,,
中国人民武装警察部队特种警察学院,3443,成功,,
,3444,无效,ID不存在,
,3445,无效,ID不存在,
,3446,无效,ID不存在,
,3447,无效,ID不存在,
厦门大学马来西亚分校,3448,成功,,
,3449,无效,ID不存在,
大同师范高等专科学校,3450,成功,,
广东茂名农林科技职业学院,3451,成功,,
,3452,无效,ID不存在,
,3453,无效,ID不存在,
和田职业技术学院,3454,成功,,
铁门关职业技术学院,3455,成功,,
昆明幼儿师范高等专科学校,3456,成功,,
,3457,无效,ID不存在,
,3458,无效,ID不存在,
,3459,无效,ID不存在,
,3460,无效,ID不存在,
安徽艺术学院,3461,成功,,
西湖大学,3462,成功,,
福建技术师范学院,3463,成功,,
江西软件职业技术大学,3464,成功,,
青岛工程职业学院,3465,成功,,
郑州亚欧交通职业学院,3466,成功,,
怀化师范高等专科学校,3467,成功,,
广东江门幼儿师范高等专科学校,3468,成功,,
广东财贸职业学院,3469,成功,,
广西自然资源职业技术学院,3470,成功,,
攀枝花攀西职业学院,3471,成功,,
曲靖职业技术学院,3472,成功,,
神木职业技术学院,3473,成功,,
宝鸡三和职业学院,3474,成功,,
克孜勒苏职业技术学院,3475,成功,,
新疆科信职业技术学院,3476,成功,,
阿勒泰职业技术学院,3477,成功,,
辽宁师范高等专科学校,3478,成功,,
,3479,无效,ID不存在,
,3480,无效,ID不存在,
,3481,无效,ID不存在,
,3482,无效,ID不存在,
江苏海洋大学,3483,成功,,
,3484,无效,ID不存在,
海南卫生健康职业学院,3485,成功,,
西南财经大学特拉华数据科学学院,3486,成功,,
邯郸幼儿师范高等专科学校,3487,成功,,
青岛幼儿师范高等专科学校,3488,成功,,
烟台幼儿师范高等专科学校,3489,成功,,
永州师范高等专科学校,3490,成功,,
衡阳幼儿师范高等专科学校,3491,成功,,
长沙幼儿师范高等专科学校,3492,成功,,
钦州幼儿师范高等专科学校,3493,成功,,
梧州医学高等专科学校,3494,成功,,
邯郸科技职业学院,3495,成功,,
唐山海运职业学院,3496,成功,,
山西通用航空职业技术学院,3497,成功,,
朔州陶瓷职业技术学院,3498,成功,,
赤峰应用技术职业学院,3499,成功,,
鞍山职业技术学院,3500,成功,,
长春早期教育职业学院,3501,成功,,
浙江宇翔职业技术学院,3502,成功,,
黄山健康职业学院,3503,成功,,
南昌健康职业技术学院,3504,成功,,
九江理工职业学院,3505,成功,,
烟台文化旅游职业学院,3506,成功,,
临沂科技职业学院,3507,成功,,
青岛航空科技职业学院,3508,成功,,
潍坊环境工程职业学院,3509,成功,,
河南女子职业学院,3510,成功,,
河南对外经济贸易职业学院,3511,成功,,
濮阳石油化工职业技术学院,3512,成功,,
南阳科技职业学院,3513,成功,,
兰考三农职业学院,3514,成功,,
汝州职业技术学院,3515,成功,,
林州建筑职业技术学院,3516,成功,,
郑州电子商务职业学院,3517,成功,,
郑州轨道工程职业学院,3518,成功,,
郑州体育职业学院,3519,成功,,
湖北健康职业学院,3520,成功,,
广西制造工程职业技术学院,3521,成功,,
广西物流职业技术学院,3522,成功,,
重庆理工职业学院,3523,成功,,
重庆智能工程职业学院,3524,成功,,
重庆健康职业学院,3525,成功,,
南充文化旅游职业学院,3526,成功,,
南充电影工业职业学院,3527,成功,,
绵阳飞行职业学院,3528,成功,,
德阳农业科技职业学院,3529,成功,,
泸州医疗器械职业学院,3530,成功,,
贵州机电职业技术学院,3531,成功,,
贵州财经职业学院,3532,成功,,
塔里木职业技术学院,3533,成功,,
塔城职业技术学院,3534,成功,,
石嘴山工贸职业技术学院,3535,成功,,
培黎职业学院,3536,成功,,
,3537,无效,ID不存在,
榆林能源科技职业学院,3538,成功,,
红河职业技术学院,3539,成功,,
长治幼儿师范高等专科学校,3540,成功,,
梅河口康美职业技术学院,3541,成功,,
,3542,无效,ID不存在,
海军指挥学院,3543,成功,,
海军勤务学院,3544,成功,,
中国人民武装警察部队指挥学院,3545,成功,,
贵州财经大学西密歇根学院,3546,成功,,
,3547,无效,ID不存在,
中国人民解放军海军士官学校,3548,成功,,
贵州民用航空职业学院,3549,成功,,
,3550,无效,ID不存在,
,3551,无效,ID不存在,
解放军空军石家庄飞行学院,3552,成功,,
,3553,无效,ID不存在,
,3554,无效,ID不存在,
,3555,无效,ID不存在,
,3556,无效,ID不存在,
,3557,无效,ID不存在,
,3558,无效,ID不存在,
,3559,无效,ID不存在,
,3560,无效,ID不存在,
,3561,无效,ID不存在,
,3562,无效,ID不存在,
,3563,无效,ID不存在,
,3564,无效,ID不存在,
,3565,无效,ID不存在,
广州幼儿师范高等专科学校,3566,成功,,
电子科技大学格拉斯哥学院,3567,成功,,
香港恒生大学,3568,成功,,
重庆移通学院德国工程学院,3569,成功,,
集美大学海外教育学院,3570,成功,,
邢台应用技术职业学院,3571,成功,,
吉林通用航空职业技术学院,3572,成功,,
通化医药健康职业学院,3573,成功,,
上海南湖职业技术学院,3574,成功,,
浙江金华科贸职业技术学院,3575,成功,,
宿州航空职业学院,3576,成功,,
和君职业学院,3577,成功,,
滨州科技职业学院,3578,成功,,
洛阳文化旅游职业学院,3579,成功,,
周口文理职业学院,3580,成功,,
信阳艺术职业学院,3581,成功,,
郑州城建职业学院,3582,成功,,
郑州医药健康职业学院,3583,成功,,
湖北孝感美珈职业学院,3584,成功,,
广东汕头幼儿师范高等专科学校,3585,成功,,
广东梅州职业技术学院,3586,成功,,
广东潮州卫生健康职业学院,3587,成功,,
广东云浮中医药职业学院,3588,成功,,
广东肇庆航空职业学院,3589,成功,,
防城港职业技术学院,3590,成功,,
广西信息职业技术学院,3591,成功,,
广西农业工程职业技术学院,3592,成功,,
北海康养职业学院,3593,成功,,
重庆工信职业学院,3594,成功,,
甘孜职业学院,3595,成功,,
自贡职业技术学院,3596,成功,,
贵州文化旅游职业学院,3597,成功,,
宝鸡中北职业学院,3598,成功,,
,3599,无效,ID不存在,
兰州航空职业技术学院,3600,成功,,
白银希望职业技术学院,3601,成功,,
烟台科技学院,3602,成功,,
,3603,无效,ID不存在,
西南大学西塔学院,3604,成功,,
重庆医科大学莱斯特大学联合学院,3605,成功,,
,3606,无效,ID不存在,
重庆五一职业技术学院,3607,成功,,
益阳师范高等专科学校,3608,成功,,
广西质量工程职业技术学院,3609,成功,,
,3610,无效,ID不存在,
,3611,无效,ID不存在,
贵州大学北阿拉巴马国际工程技术学院,3612,成功,,
北京理工大学珠海学院布莱恩特学院,3613,成功,,
常州幼儿师范高等专科学校,3614,成功,,
娄底幼儿师范高等专科学校,3615,成功,,
上海建设管理职业技术学院,3616,成功,,
上海现代化工职业学院,3617,成功,,
吕梁师范高等专科学校,3618,成功,,
上海科创职业技术学院,3619,成功,,
玉溪职业技术学院,3620,成功,,
保山职业学院,3621,成功,,
昭通职业学院,3622,成功,,
上海闵行职业技术学院,3623,成功,,
重庆中医药学院,3624,成功,,
郑州汽车工程职业学院,3625,成功,,
,3626,无效,ID不存在,
河南体育学院,3627,成功,,
华北水利水电大学乌拉尔学院,3628,成功,,
周口理工职业学院,3629,成功,,
,3630,无效,ID不存在,
宜昌科技职业学院,3631,成功,,
秦皇岛工业职业技术学院,3632,成功,,
宁夏卫生健康职业技术学院,3633,成功,,
潍坊食品科技职业学院,3634,成功,,
贵州铜仁数据职业学院,3635,成功,,
昆玉职业技术学院,3636,成功,,
吉安幼儿师范高等专科学校,3637,成功,,
新星职业技术学院,3638,成功,,
上饶卫生健康职业学院,3639,成功,,
可克达拉职业技术学院,3640,成功,,
山东城市服务职业学院,3641,成功,,
烟台城市科技职业学院,3642,成功,,
郑州食品工程职业学院,3643,成功,,
常德科技职业技术学院,3644,成功,,
海南比勒费尔德应用科学大学,3645,成功,,
邵阳工业职业技术学院,3646,成功,,
长沙文创艺术职业学院,3647,成功,,
岳阳现代服务职业学院,3648,成功,,
郴州思科职业学院,3649,成功,,
衡阳科技职业学院,3650,成功,,
桂林信息工程职业学院,3651,成功,,
定西职业技术学院,3652,成功,,
喀什理工职业技术学院,3653,成功,,
图木舒克职业技术学院,3654,成功,,
贵州体育职业学院,3655,成功,,
沧州航空职业学院,3656,成功,,
衡水健康科技职业学院,3657,成功,,
,3658,无效,ID不存在,
丽江职业技术学院,3659,成功,,
文山职业技术学院,3660,成功,,
香格里拉职业学院,3661,成功,,
邯郸应用技术职业学院,3662,成功,,
郑州美术学院,3663,成功,,
南阳工艺美术职业学院,3664,成功,,
濮阳科技职业学院,3665,成功,,
商丘幼儿师范高等专科学校,3666,成功,,
焦作新材料职业学院,3667,成功,,
开封职业学院,3668,成功,,
洛阳商业职业学院,3669,成功,,
郑州软件职业技术学院,3670,成功,,
郑州智能科技职业学院,3671,成功,,
襄阳科技职业学院,3672,成功,,
长沙轨道交通职业学院,3673,成功,,
香港科技大学（广州）,3674,成功,,
珠海格力职业学院,3675,成功,,
遂宁能源职业学院,3676,成功,,
遂宁工程职业学院,3677,成功,,
遂宁职业学院,3678,成功,,
新疆司法警官职业学院,3679,成功,,
阿克苏工业职业技术学院,3680,成功,,
重庆数字产业职业技术学院,3681,成功,,
西南大学马克思主义学院,3682,成功,,
长春数字科技职业学院,3683,成功,,
上海浦东职业技术学院,3684,成功,,
深圳城市职业学院,3685,成功,,
北京理工大学（珠海）,3686,成功,,
香港城市大学（东莞）,3687,成功,,
安徽公安学院,3688,成功,,
烟台卫生健康职业学院,3689,成功,,
日照康养职业学院,3690,成功,,
山东文化艺术职业学院,3691,成功,,
德州理工职业学院,3692,成功,,
贵州传媒职业学院,3693,成功,,
江苏司法警官职业学院,3694,成功,,
芜湖医药健康职业学院,3695,成功,,
芜湖航空职业学院,3696,成功,,
蚌埠城市轨道交通职业学院,3697,成功,,
海南东方新丝路职业学院,3698,成功,,
,3699,无效,ID不存在,
贵州生态能源职业学院,3700,成功,,
黔东南理工职业学院,3701,成功,,
康复大学（停用）,3702,成功,,
康复大学,3703,成功,,
深圳理工大学,3704,成功,,
新疆和田学院,3705,成功,,
江西樟树中医药职业学院,3706,成功,,
赣东职业技术学院,3707,成功,,
双河职业技术学院,3708,成功,,
德州工程职业学院,3709,成功,,
邢台新能源职业学院,3710,成功,,
重庆现代制造职业学院,3711,成功,,
怒江职业技术学院,3712,成功,,
临沧职业学院,3713,成功,,
云南工业信息职业学院,3714,成功,,
荆门通用航空职业技术学院,3715,成功,,
盐城农业科技职业学院,3716,成功,,
宿迁幼儿师范高等专科学校,3717,成功,,
无锡师范高等专科学校,3718,成功,,
GEC国际预科中心,3719,成功,,
信阳工程职业学院,3720,成功,,
周口城市职业学院,3721,成功,,
河南新乡工商职业学院,3722,成功,,
驻马店农业工程职业学院,3723,成功,,
英国曼彻斯特大学等名校联盟海南联合校区,3724,成功,,
怀化工商职业技术学院,3725,成功,,
湘潭科技职业学院,3726,成功,,
信阳科技职业学院,3727,成功,,
海南医科大学西英格兰学院,3728,成功,,
成都轨道交通职业学院,3729,成功,,
西昌医学高等专科学校,3730,成功,,
青海理工学院,3731,成功,,
玉林职业技术学院,3732,成功,,
广西智能制造职业技术学院,3733,成功,,
海口旅游职业学院,3734,成功,,
海南艺术职业学院,3735,成功,,
乌鲁木齐职业技术学院,3736,成功,,
华南师范大学教育科学学院,3737,成功,,
长沙医药健康职业学院,3738,成功,,
三亚护理职业学院,3739,成功,,
哈尔滨工程大学后勤办公室,3740,成功,,
电子科技大学人才办,3741,成功,,
哈尔滨工程大学核学院,3742,成功,,
中国教育在线政企,3743,成功,,
华南师范大学国际本科项目,3744,成功,,
兰州大学管理学院,3745,成功,,
福建福耀科技大学,3746,成功,,
湖北开放大学,3747,成功,,
广东财经大学继续教育学院,3748,成功,,
河南科技学院人工智能学院,3749,成功,,
湖南大学心理健康教育中心,3750,成功,,
鹰潭卫生职业学院,3751,成功,,
湖北三峡航空学院,3752,成功,,
新疆工业学院,3753,成功,,
长沙科技学院,3754,成功,,
大同数据科技职业学院,3755,成功,,
长沙科技职业学院,3756,成功,,
株洲科技职业学院,3757,成功,,
衡阳理工职业学院,3758,成功,,
郴州智能科技职业学院,3759,成功,,
江西电子信息职业技术学院,3760,成功,,
上海工程技术大学教务处,3761,成功,,
南方医科大学继续教育学院,3762,成功,,
宜宾工业职业技术学院,3763,成功,,
宜宾医药健康职业学院,3764,成功,,
上海外国语大学教务处,3765,成功,,
集美工业职业学院,3766,成功,,
南通卫生健康职业学院,3767,成功,,
安阳学院原阳校区,3768,成功,,
安徽大学纽约石溪学院,3769,成功,,
四平现代职业学院,3770,成功,,
吉林财经大学教务处,3771,成功,,
重庆城市科技学院人工智能与大数据学院,3772,成功,,
上海电机学院教务处,3773,成功,,
东北大学各省份招生咨询群,3774,成功,,
东北大学各专业招生咨询电话,3775,成功,,
东北大学智能客服,3776,成功,,
北部湾大学财务处,3777,成功,,
信息支援部队工程大学,3778,成功,,
琼台师范学院北安普顿国际学院,3779,成功,,
浙江工商大学人民武装学院,3780,成功,,
石家庄金融职业学院,3781,成功,,
石家庄农林职业学院,3782,成功,,
哈尔滨商贸职业学院,3783,成功,,
齐齐哈尔立德健康职业学院,3784,成功,,
常州铁道职业技术学院,3785,成功,,
苏州旅游职业学院,3786,成功,,
湖州健康职业学院,3787,成功,,
六安应用科技职业学院,3788,成功,,
九江卫生健康职业学院,3789,成功,,
新余职业技术学院,3790,成功,,
赣州起元职业学院,3791,成功,,
赣州远恒佳职业学院,3792,成功,,
聊城科技职业学院,3793,成功,,
济宁汽车工程职业学院,3794,成功,,
日照科技职业学院,3795,成功,,
枣庄应用技术职业学院,3796,成功,,
临沂城市职业学院,3797,成功,,
菏泽生物医药职业学院,3798,成功,,
开封工程职业学院,3799,成功,,
开封智慧健康职业学院,3800,成功,,
周口智慧能源职业学院,3801,成功,,
平顶山科技职业学院,3802,成功,,
岳阳科技职业学院,3803,成功,,
邵阳通航职业技术学院,3804,成功,,
重庆农业职业学院,3805,成功,,
重庆安防职业学院,3806,成功,,
昆明航空职业学院,3807,成功,,
日喀则职业技术学院,3808,成功,,
阜康职业技术学院,3809,成功,,
大湾区大学,3810,成功,,
宁波东方理工大学,3811,成功,,
海南警察学院,3812,成功,,
西安戏剧学院,3813,成功,,
塔里木理工学院,3814,成功,,
新疆理工职业大学,3815,成功,,
成都东软学院（中外合作办学项目）,3816,成功,,
汕头大学医学院,3817,成功,,
廊坊职业技术学院继续教育学部,3818,成功,,
华南师范大学教师教育学部,3819,成功,,
海南洛桑旅游大学,3820,成功,,
广西金融职业技术学院金融学院,3821,成功,,
山西医科大学继续教育学院,3822,成功,,
共青科技职业学院,3823,成功,,
大连艺术学院新闻中心,3824,成功,,
北京师范大学（珠海校区）,3825,成功,,
湖北生态工程职业技术学院就业办,3826,成功,,
昆明理工大学城市学院,3827,成功,,
北京交通大学（威海校区）,3828,成功,,
上海思博职业技术学院工学院,3829,成功,,
河北化工医药职业技术学院质量检测与管理系,3830,成功,,
应急管理大学,3831,成功,,
河海大学-农业科学与工程学院,3832,成功,,
西北大学财务处,3833,成功,,
共青团华南师范大学委员会,3834,成功,,
新高教集团品宣部,3835,成功,,
天津理工大学伯恩茅斯学院,3836,成功,,
上海海洋大学宿舍搬迁,3837,成功,,
南京大学体验,3838,成功,,
南京工业大学体验,3839,成功,,
中山大学体验,3840,成功,,
武汉工商学院体验,3841,成功,,
中国民航大学体验,3842,成功,,
东北大学体验,3843,成功,,
中国政法大学体验,3844,成功,,
华东理工大学体验,3845,成功,,
广西大学体验,3846,成功,,
海南大学体验,3847,成功,,
四川大学体验,3848,成功,,
西藏大学体验,3849,成功,,
陇南师范学院体验,3850,成功,,
石河子大学体验,3851,成功,,
重庆大学体验,3852,成功,,
太原理工大学体验,3853,成功,,
内蒙古大学体验,3854,成功,,
东北师范大学体验,3855,成功,,
哈尔滨工程大学体验,3856,成功,,
浙大城市学院体验,3857,成功,,
安徽大学体验,3858,成功,,
福建师范大学体验,3859,成功,,
南昌大学体验,3860,成功,,
中国海洋大学体验,3861,成功,,
武汉理工大学体验,3862,成功,,
中南大学体验,3863,成功,,
贵州师范大学体验,3864,成功,,
云南大学体验,3865,成功,,
西安交通大学体验,3866,成功,,
青海大学体验,3867,成功,,
北方民族大学体验,3868,成功,,
中国石油大学（华东）体验,3869,成功,,
石家庄邮电职业技术学院体验,3870,成功,,
河南大学体验,3871,成功,,
东北电力大学体验,3872,成功,,
网络空间安全学院,3873,成功,,
内蒙古工业大学体验,3874,成功,,
玉林师范学院继续教育学院,3875,成功,,
重庆工商大学国际商学院,3876,成功,,
重庆开放大学继续教育,3877,成功,,
吉首大学学报编辑部,3878,成功,,
西南交通大学智慧城市与交通学院,3879,成功,,
河南信息科技学院,3880,成功,,
海南热带海洋学院国际学院,3881,成功,,
延边应用技术学院,3882,成功,,
广安理工学院,3883,成功,,
重庆师范大学柴可夫斯基音乐学院,3884,成功,,
重庆师范大学重庆柴可夫斯基音乐学院,3885,成功,,
高招直播,3886,成功,,
张家口应用技术职业学院,3887,成功,,
石家庄康养职业学院,3888,成功,,
军事航天部队航天工程大学主服务,3889,成功,,
辛集应用技术职业学院,3890,成功,,
太原卫生职业学院,3891,成功,,
新疆石河子航空职业学院,3892,成功,,
青岛健康科技职业学院,3893,成功,,
忻州现代康养职业学院,3894,成功,,
朝阳职业技术学院,3895,成功,,
德州智能技术职业学院,3896,成功,,
哈尔滨健康职业学院,3897,成功,,
滨州健康科技职业学院,3898,成功,,
广东制造职业技术学院,3899,成功,,
贺州职业技术学院,3900,成功,,
北海海运职业学院,3901,成功,,
防城港现代食药品职业学院,3902,成功,,
贵港应用技术职业学院,3903,成功,,
安徽特殊教育职业学院,3904,成功,,
鄱阳职业学院,3905,成功,,
海南万宁食品药品职业学院,3906,成功,,
萍乡职业技术学院,3907,成功,,
重庆城乡发展职业学院,3908,成功,,
重庆中药职业学院,3909,成功,,
景德镇卫生健康职业学院,3910,成功,,
四川中医药职业学院,3911,成功,,
四川质量工程职业技术学院,3912,成功,,
济宁卫生健康职业学院,3913,成功,,
南充卫生职业学院,3914,成功,,
固原农林职业技术学院,3915,成功,,
胡杨河职业技术学院,3916,成功,,
宁夏闽江应用技术学院,3917,成功,,
河南国医学院,3918,成功,,
,3919,无效,ID不存在,
,3920,无效,ID不存在,
,3921,无效,ID不存在,
,3922,无效,ID不存在,
,3923,无效,ID不存在,
,3924,无效,ID不存在,
,3925,无效,ID不存在,
,3926,无效,ID不存在,
,3927,无效,ID不存在,
,3928,无效,ID不存在,
,3929,无效,ID不存在,
,3930,无效,ID不存在,
,3931,无效,ID不存在,
,3932,无效,ID不存在,
,3933,无效,ID不存在,
,3934,无效,ID不存在,
,3935,无效,ID不存在,
,3936,无效,ID不存在,
,3937,无效,ID不存在,
,3938,无效,ID不存在,
,3939,无效,ID不存在,
,3940,无效,ID不存在,
,3941,无效,ID不存在,
,3942,无效,ID不存在,
,3943,无效,ID不存在,
,3944,无效,ID不存在,
,3945,无效,ID不存在,
,3946,无效,ID不存在,
,3947,无效,ID不存在,
,3948,无效,ID不存在,
,3949,无效,ID不存在,
,3950,无效,ID不存在,
,3951,无效,ID不存在,
,3952,无效,ID不存在,
,3953,无效,ID不存在,
,3954,无效,ID不存在,
,3955,无效,ID不存在,
,3956,无效,ID不存在,
,3957,无效,ID不存在,
,3958,无效,ID不存在,
,3959,无效,ID不存在,
,3960,无效,ID不存在,
,3961,无效,ID不存在,
,3962,无效,ID不存在,
,3963,无效,ID不存在,
,3964,无效,ID不存在,
,3965,无效,ID不存在,
,3966,无效,ID不存在,
,3967,无效,ID不存在,
,3968,无效,ID不存在,
,3969,无效,ID不存在,
,3970,无效,ID不存在,
,3971,无效,ID不存在,
,3972,无效,ID不存在,
,3973,无效,ID不存在,
,3974,无效,ID不存在,
,3975,无效,ID不存在,
,3976,无效,ID不存在,
,3977,无效,ID不存在,
,3978,无效,ID不存在,
,3979,无效,ID不存在,
,3980,无效,ID不存在,
,3981,无效,ID不存在,
,3982,无效,ID不存在,
,3983,无效,ID不存在,
,3984,无效,ID不存在,
,3985,无效,ID不存在,
,3986,无效,ID不存在,
,3987,无效,ID不存在,
,3988,无效,ID不存在,
,3989,无效,ID不存在,
,3990,无效,ID不存在,
,3991,无效,ID不存在,
,3992,无效,ID不存在,
,3993,无效,ID不存在,
,3994,无效,ID不存在,
,3995,无效,ID不存在,
,3996,无效,ID不存在,
,3997,无效,ID不存在,
,3998,无效,ID不存在,
,3999,无效,ID不存在,
,4000,无效,ID不存在,
